KeyName,English (EN),Brazilian Portuguese (BR),Brazilian HUE (HUE),Russian (RU),Japanese (JP),German (DE),French (FR),Español (ES),Czech (CZ),Korean (KR),Dutch (NL),Italian (IT),Tranditional Chinese (CHT),Simplified Chinese (CHN),"Indonesian
"
ASS_RANDOM21,"Hahahahahahaha! Oh sorry, just remembering a joke in my head.","Hahahahahahaha! Opa, foi mal, só lembrei de uma piada aqui.","Hahahahahahaha! Opa, foi mal, só lembrei de uma piada aqui.","Hahahahahahaha! Oh sorry, just remembering a joke in my head.",ははははははは! ああ、 すいません。 ジョークを おもいだしただけです,"Hahahahahahaha! Sorry, habe mich nur gerade an einen Witz erinnert.","Hahahahahahaha! Oh, désolé, je viens juste de me souvenir d'une blague dans ma tête. ","Hahahahahahaha! Oh lo siento,me acabo de acordar de un chiste.","Áhaháháhá ha, promiň, jen jsem si vzpoměl na jeden dobrý vtip","와하하하하하하하하하하! 오, 미안하네. 갑자기 웃긴 이야기가 떠올라서.","Hahahahahahaha! Oh sorry, ik herinnerde me een grapje in mijn hoofd.","Hahahahahahaha! Oh scusami, mi stavo soltanto ricordando di una barzelletta.",,,
ASS_RANDOM22,"If the Ducan Dinasty wins here, the whole galaxy is doomed. No pressure.","Se a Dinastia Ducan vencer aqui, a galáxia está perdida. Sem pressão.","Se a Dinastia Ducan vencer aqui, a galáxia está perdida. Sem pressão.","If the Ducan Dinasty wins here, the whole galaxy is doomed. No pressure.",ここで Ducanらがかてば ぎんがは ひげきのうんめいを たどるでしょう。 プレッシャーを かけているわけでは ありません,"Siegt die Ducan-Dynastie, ist alles verloren. Fühl dich aber nicht unter Druck gesetzt.","Si la Dynastie Ducan gagne ici, toute la galaxie est condamnée. Aucune pression.","Si la Dinastía Ducan gana, la galaxia estará condenada. Sin presión.",Jestli tu Duncanova společnost vyhraje je s galalxií ámen,"만약 Ducan 왕조가 이 전투에서 승리하게 되면, 전 은하계는 개박살날걸세....부담은 가지지 말고..","Als de Duncan-dynastie hier wint, is de hele melkweg verloren. Geen stress.","Se la Dinastia dei Duncan vincerà, l'intera galassia sarà spacciata. Senza pressioni, eh.",,,
ASS_RANDOM23,Been thinking about the inherent misery of the human condition. Glad Im a Donkey.,Tenho pensado sobre a miséria inerente à raça humana. Ainda bem que sou Mula.,Tenho pensado sobre a miséria inerente à raça humana. Ainda bem que sou Mula.,Been thinking about the inherent misery of the human condition. Glad Im a Donkey.,にんげんとくゆうの ひさんさについて かんがえていました。 わたしは ロバでよかった,Ich denke zurzeit über das ewige Elend der Menschheit nach. Zum Glück bin ich ein Esel.,J'étais en train de penser à la misère inhérente à la condition humaine. Bien content d'être un Âne.,He estado pensando en la miseria inherente de la condición humana. Me alegro de ser un burro.,"Občas přemýšlím nad kondicí lidí, díky bohu že jsem osel",인간 생활의 내재된 비극들에 대해 생각해보았지...내가 당나귀라 얼마나 다행인지.,Ik was aan het denken aan de constante treur van de menselijke conditie. Gelukkig ben ik een Ezel.,Stavo giusto pensando alla innata miseria della condizione umana. Lieto che sia un Asino.,,,
ASS_RANDOM24,"I could explain to you exactly how to beat this game, but you wouldnt understand.","Eu poderia te explicar exatamente como zerar o jogo, mas você não entenderia.","Eu poderia te explicar exatamente como zerar o jogo, mas você não entenderia.","I could explain to you exactly how to beat this game, but you wouldnt understand.",このゲームの クリアほうほうを せいかくにせつめいできますが、 あなたは りかいできないでしょう,"Ich könnte dir erklären, wie man das Spiel abschließt, aber du würdest nix verstehen.","Je pourrais vous expliquer précisément comment finir ce jeu, mais vous n'y comprendriez rien.","Te podría decir como pasarte este juego, pero no lo entenderías.","Dokážu vysvětlit, jak vyhrát celou hru, ale nidko tomu nebude stejně rozumět","어떻게 이 게임을 끝낼수 있는지 난 다 설명할수 있다네. 뭐, 자네가 그걸 이해하지 못하는게 문제지.","Ik zou je precies kunnen uitleggen hoe je dit spel kan overwinnen, maar je zou het toch niet snappen.","Ti vorrei spiegare come vincere a questo gioco, ma probabilmente non capiresti.",,我可以跟你解释怎样打通这个游戏，但是你不会明白的。,
ASS_RANDOM25,Im getting sleepy. Need coffee.,Ficando com sono. Cadê o café?,Ficando com sono. Cadê o café?,Im getting sleepy. Need coffee.,ねむくなりそうです。 コーヒーが ひつようです,Ich werde müde. Gibt's Kaffee?,J'ai sommeil. Besoin de café.,Me estoy durmiendo. Necesito café.,"Chce se mi spát, dal bych si kávu","아우, 졸립구만. 커피가 필요해.",Ik word moe. Wil koffie.,Mi sto addormentando. Necessito di caffé.,,我开始眼困了。我需要咖啡。,
ASS_RANDOM26,Do you think this is going to take much longer? I miss our home.,Você acha que isso ainda vai demorar muito? Saudades de casa.,Você acha que isso ainda vai demorar muito? Saudades de casa.,Do you think this is going to take much longer? I miss our home.,どれくらい じかんがたったと おもいますか? わたしは いえがこいしい,"Meinst du, das hier dauert noch lange? Ich vermisse unser Zuhause.",Vous pensez que ca va durer encore longtemps? Notre maison me manque.,Piensas que nos va a llevar mucho más tiempo? Echo de menos nuestro hogar.,Opravdu tu chceš ještě zůstat ? stýská se mi po domově,이거 시간이 더 걸릴거 같나? 나도 집이 슬슬 그립거든,Denk je dat dit nog langer gaat duren? Ik mis ons huis.,Pensi che ci vorrà ancora molto? Mi manca la nostra casa.,,,
ASS_RANDOM27,"They told me Relic Hunting was dangerous, but Im feeling quite safe actually.","Me disseram que Caçar Relíquias era perigoso, mas na real me sinto bem seguro.","Me disseram que Caçar Relíquias era perigoso, mas na real me sinto bem seguro.","They told me Relic Hunting was dangerous, but Im feeling quite safe actually.",かれらは いぶつさがしはきけんだと いっていましたが、 じっさいはひじょうに あんぜんに かんじます,Reliquien aufzuspüren soll gefährlich sein. Ich fühl mich aber ziemlich sicher hier.,"Ils m'ont dit que la Chasse à la Relique était dangeureuse, mais je me sens plutôt en sécurité en fait.","Me dijeron que ser cazador de reliquias era peligros, pero yo me siento bastante seguro.","Řílali mi že být lovcem relikvií je nebezpečné, ale já se cítím docela bezpečně
","누군가 말하길, 유물사냥은 위험한거라던데....여기서 지켜보니 별 위험한 것 같지도 않구만.","Ze zeiden me dat Relic-jagen gevaarlijk was, maar ik voel me eigenlijk best veilig.","Mi hanno detto che la Caccia di Reliquie è molto pericolosa, ma mi sento abbastanza al sicuro in realtà.",,,
ASS_RANDOM28,Why is this stupid font so hard to read?,Porque essa fonte idiota é tão difícil de ler?,Porque essa fonte idiota é tão difícil de ler?,Why is this stupid font so hard to read?,どうして このおろかなフォントを ひっしに よむのですか?,Wieso ist diese dumme Schriftart so schlecht zu lesen?,Pourquoi cette stupide police d'écriture est si dure a lire?,¿Por qué es tan difícil leer esta estúpida fuente?,Proč se tenhle hloupý font tak špatně čte?,얼씨구. 이 엉망진창인 폰트는 읽기도 힘들구만...,Waarom is dit stomme lettertype zo moeilijk om te lezen?,Perché leggere con questo carattere è tanto difficile?,,为什么这该死的字体这么难阅读？,
ASS_RANDOM29,This game was originally designed for Epic Game Jam.,Esse jogo foi originalmente desenvolvido durante a Epic Game Jam,Esse jogo foi originalmente desenvolvido durante a Epic Game Jam,This game was originally designed for Epic Game Jam.,はじめ このゲームは Epic Game Jamによって デザインされました,Dieses Spiel wurde ursprünglich bei der Epic Game Jam erstellt.,Ce jeu a été conçu à l'origine pour l'Epic Game Jam.,Este juego fue originalmente diseñado para la Epic Game Jam.,Tahle hra se původně dělala pro Epic Game Jam,이 게임은 본래 Epic Game Jam에 의해 디자인 되었다네.,Dit spel was als eerste ontworpen voor Epic Game Jam.,Questo gioco era originariamente pensato per la Epic Game Jam.,,这个游戏原先是为Epic游戏开发活动所射击的。,
ASS_RANDOM30,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,Br ? br ? hue hue hue huehuehuehueheu heuehehehue,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE *역자 주 : 병맛 동영상 제목,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,BR? BR? HUEHUEHUEHUE HUEHUEHUEHUE HUEHUEHUEHUE,,,
ASS_RANDOM31,Betu Souza drew me and all the art for this game.,"Betu Souza me desenhou, e o resto do jogo também!",BETU SOUZA DESENHOU TUDU KE VC VE GRACINHA INCRUSIVE EU,Betu Souza drew me and all the art for this game.,Betu Souzaは わたしと このゲームの すべてのアートを かきました,Betu Souza hat mich und auch den ganzen Rest des Spiels gezeichnet!,Betu Souza m'a dessiné ainsi que tous les graphismes de ce jeu.,Betu Souza me dibujó a mi y a todo el arte de este juego.,Betu Souza mě nakreslil stejně jako všechno v téhle hře,Betu Souza 가 나는 비롯해서 이 게임의 모든 아트를 그려냈다네.,Betu Souza heeft mij en alle andere kunst voor dit spel getekend.,Betu Souza ha disegnato me e anche il resto della parte artistica del gioco.,,Betu Souza绘制了游戏的所有画面，还画了我。,
ASS_RANDOM32,Mark venturelli designed this game. Blame him for the homing rockets.,Marcos Venturelli fez o design do jogo. A culpa dos foguetes teleguiados é dele.,Marcos Venturelli fez o design do jogo. A culpa dos foguetes teleguiados é dele.,Mark venturelli designed this game. Blame him for the homing rockets.,Mark venturelliは このゲームを デザインしました。 ホーミングロケットは かれのせいです,Marcos Venturelli ist unser Gamedesigner. Die ferngesteuerten Raketen sind seine Schuld. ,Mark Venturelli a conçu ce jeu. Reprochez lui les roquettes à tête chercheuse.,Mark enturelli diseñó este juego. Culparlo a él por los cohetes mensajeros.,"Mark Venturelli designoval celou hru, pochvalte ho za tu raketu",Mark venturelli 가 이 게임을 설계했지. 유도 미사일에 대해서라면 그를 욕하게나.,Mark Venturelli heeft dit spel ontworpen. Geef hem de schuld voor de hittezoekende raketten.,Mark Venturelli ha designato questo gioco. Prenditela con lui per i razzi inseguitori.,,,
ASS_RANDOM33,Raphael Muller designed the sound of this game. And my lovely voice.,Raphael Muller fez o som deste jogo. E a minha doce voz.,Raphael Muller fez o som deste jogo. E a minha doce voz.,Raphael Muller designed the sound of this game. And my lovely voice.,Raphael Mullerは このゲームのおとを つくりました。 そして わたしの うつくしいこえも,Raphael Müller hat die Sounds in diesem Spiel gemacht. Und meine schöne Stimme.,Raphael Muller a conçu la musique du jeu. Et ma douce voix.,Raphael Muller diseñó el sonido de este juego. Y mi encantadora voz.,"Raphael Muller měl nastarosti všechny zvuky, včetně mého hlasu",Raphael Muller은 이 게임의 사운드를 담당했지..그리고 내 사랑스러운 목소리도!,Raphael Muller ontwierp het geluid van dit spel. En mijn charmante stem.,Raphael Muller si è occupato della parte sonora del gioco. E della mia adorabile voce.,,Raphael Muller为这个游戏设计了声音。还有我这动听的嗓音。,
ASS_RANDOM34,Goto80 made all the music in the game. Buy his new album on Bandcamp.,Goto80 fez toda a música do jogo. Compre seu disco novo no Bandcamp.,Goto80 fez toda a música do jogo. Compre seu disco novo no Bandcamp.,Goto80 made all the music in the game. Buy his new album on Bandcamp.,Goto80は このゲームのおんがくを つくりました。 Bandcampで かれのあたらしいアルバムを かいなさい,Goto80 hat all die Musik geschrieben. Sein neues Album gibt es auf Bandcamp.,Goto80 a fait toute la musique du jeu. Achetez son nouvel album sur Bandcamp.,Goto80 ha hecho la música del juego. Compra sun nuevo álbum en Bandcamp.,"Goto80 složil skvělou hudbu do téhle hry, kup si jeho nové album na Bandcampu",Goto80가 이 게임의 음악을 담당해줬다네. Bandcamp에서 그의 새 앨범을 구매해보는건 어떤가.,Goto80 heeft alle muziek in dit spel gemaakt. Koop zijn nieuwe album op Bandcamp.,Goto80 made ha creato la musica per questo gioco. Acquista il suo nuovo album su Bandcamp.,,,
ASS_RANDOM35,"The Ducan Commander is a lie. No, just kidding, he is the final boss.","O Comandante Ducan é uma mentira. Não, brincadeira, ele é o chefão mesmo.","O Comandante Ducan é uma mentira. Não, brincadeira, ele é o chefão mesmo.","The Ducan Commander is a lie. No, just kidding, he is the final boss.",Ducan Commanderは うそです。 いや、 じょうだんです、 かれが さいごのボスです,"Den Ducan-Commander gibt es nicht wirklich. Nur ein Scherz, er ist der Endgegner.","Le Commandant Ducan est un mensonge. Non, je plaisante, il est le boss final.","El comandante Ducan es una mentira. No, era broma, es el jefe final.","Velitel Duncan je fake, ne vážně dělám si srandu je to finální boss",사실 Ducan 사령관이라는 건 없네....농담이야! 그는 이 게임의 보스라네.,"De Ducan Commandant is een leugen. Nee, grapje, hij is de eindbaas.","Il Comandante Ducan è una menzogna. No, sto scherzando, è il boss finale.",,,
ASS_RANDOM36,Can you beat this game? Im sure you cant.,Você consegue zerar esse jogo? Certeza que não.,Você consegue zerar esse jogo? Certeza que não.,Can you beat this game? Im sure you cant.,このゲームを クリアできましたか? わたしは できないと おもいます,Schaffst du es bis zum Ende des Spiels? Ich bezweifle es.,Pouvez vous finir le jeu? Je suis sûr que non.,¿Puedes pasarte este juego? Estoy seguro de que no.,Zvládneš tu hru dohrát ? Já si myslím že vůbec,이 게임을 깰거라고? 자넨 켠김에 끄게 될거 같은데.,Kan jij dit spel uitspelen? Ik ben er zeker van dat je dat niet lukt.,Riesci a finire questo gioco? Sono sicuro che non ci riesci.,,你能打通这个游戏吗？我敢肯定你不能。,
ASS_RANDOM37,What are the odds of that many comets flying by our window all the time?,Quais são as chances de tantos cometas voarem perto da nossa janela o tempo todo?,Quais são as chances de tantos cometas voarem perto da nossa janela o tempo todo?,What are the odds of that many comets flying by our window all the time?,たくさんのすいせいが まどのそばを とおるかくりつは どれくらいでしょうか?,"Wie wahrscheinlich ist es, dass so viele Kometen an unserem Fenster vorbeifliegen?",Quelles sont les probabilités qu'autant de comètes viennent voler à nos fenêtres en permanence ?,¿Cuáles son las probabilidades de que haya tantos cometas volando por la ventana todo el tiempo?,Co to je za komety co tu pořád lítají ? koukni se z okna,뭐가 이렇게 하루 종일 창문 근처로 혜성이 날아다니는 거야?,Wat is de kans dat er altijd zoveel kometen langs ons raam vliegen.,Quali sono le probabilità di tutte queste comete che volano alla nostra finestra per tutto questo tempo?,,,
ASS_RANDOM38,Just realised for a moment that we are in SPACE. How cool is that?,"Acabei de me tocar de que estamos no ESPAÇO. Maneiro, né?","Acabei de me tocar de que estamos no ESPAÇO. Maneiro, né?",Just realised for a moment that we are in SPACE. How cool is that?,わたしたちは いまこのしゅんかん うちゅうにいるのだと きづきました。 かっこいいと おもいませんか?,"Ich merke gerade, wir sind im WELTALL. Wie cool ist das denn?",Je viens de réaliser que nous sommes dans l'ESPACE. C'est-y pas cool ?,"Me acabo de dar cuenta de que estamos en el ESPACIO. Mola, eh?",Právě jsem si uvědomil že jsme ve vesmíru. To je hustý,"우리가 ""우주""에 있다고 생각해보게나. 멋지지 않나?",Ik bedacht me even dat we in de RUIMTE zijn. Hoe cool is dat?,Soltanto ora ho realizzato che siamo nello SPAZIO. Quanto è figo?,,刚刚才意识到我们现在是在太空。多酷啊？,
ASS_RANDOM39,The Ducan Dinasty is after our relics. Gotta get them before they do.,A Dinasti Ducan quer as nossas relíquias. Precisamos pegá-las antes deles.,A Dinasti Ducan quer as nossas relíquias. Precisamos pegá-las antes deles.,The Ducan Dinasty is after our relics. Gotta get them before they do.,Ducanらは わたしたちのいぶつを ねらっています。 かれらより さきにみつけましょう,Die Ducan-Dynastie will unsere Reliquien. Wir müssen sie vor ihnen aufspüren.,La Dynastie Ducan en a après nos reliques. Nous devons les récupérer avant eux.,La Dinastía de Ducan va a por nuestras reliquias. Tengo que encontrarlas antes que ellos.,"Duncanova společnost jde po našich relikviích, měli bychom je získat dřív",Ducan 왕조가 유물을 쫒고 있지. 우린 그들보다 빨리 유물을 찾아야하네.,De Duncan-dynastie is op zoek naar onze relics. We moeten ze hebben voordat zij dat doen.,"La Dinastia dei Ducan è alla ricerca delle nostre reliquie. Bisogna recuperarle prima che lo facciano loro.
",,,
ASS_RANDOM40,Ive heard there are flying monsters down there. Scary stuff.,Ouvi dizer que tem monstros voadores lá embaixo. Cruz credo.,Ouvi dizer que tem monstros voadores lá embaixo. Cruz credo.,Ive heard there are flying monsters down there. Scary stuff.,そらとぶモンスターが そこにいると ききました。 こわいです,"Ich habe gehört, da unten gibt es fliegende Monster. Hilfe!",J'ai entendu dire qu'il y avait des monstres volants en bas. Flippant.,He oído que hay monstruos voladores ahí abajo. Cosas espantosas.,"Slyšel jsem o těch létajících monstrech, dost strašidelný stvoření
",저 밑엔 날아다니는 괴물이 있다더구만...소름끼치군.,Ik heb gehoord dat er hier vliegende monsters zijn. Enge beesten.,Ho sentito dire che ci sono mostri volanti laggiù. Cose spaventose.,,听说这下面有群飞行怪物。恐怖的东西。,
ASS_RANDOM41,Where are my arms? Why do I have no arms?,Cadê meus braços? Porque eu não tenho braços?,Cadê meus braços? Porque eu não tenho braços?,Where are my arms? Why do I have no arms?,わたしの うでは どこ? なぜ わたしには うでが ないの?,Wo sind meine Arme? Warum habe ich keine Arme?,Ou sont mes bras? Pourquoi n'ai-je pas de bras ?,¿Dónde están mis brazos? ¿Por qué no tengo brazos?,"Kde jsou mé ruce ? Proč sakra nemám ruce ?
",어라...내 무기가 어디갔지? 난 왜 무기가 없는거야?,Waar zijn mijn armen? Waarom heb ik geen armen?,"Dove sono le mie braccia? Oddio, perché non ho delle braccia?",,我的手去哪里了？为什么我没有手？,
ASS_RANDOM42,"I can say 42 different things. Makes you wonder, does it not?","Eu posso dizer 42 coisas diferentes. Te faz pensar, não?","Eu posso dizer 42 coisas diferentes. Te faz pensar, não?","I can say 42 different things. Makes you wonder, does it not?",わたしは 42この ことなるセリフを はなせます。 おどろきましたか?,"Ich kann 42 verschiedene Dinge sagen. Interessant, oder?","Je peux dire 42 choses différentes. Ca vous fait réfléchir, n'est-ce pas?","Puedo decir 42 cosas distintas. Hace que te preguntas, ¿no es así?","Umím říct 42 různých věcí, to není uplně zlý co ?",난 42개국어를 말할 수 있지. 당나귀어로 말야.,"Ik kan 42 verschillende dingen zeggen. Zet je aan het denken, niet?","Posso dire fino a 42 cose diverse. Lascia pensare, no?",,,
ASS_RANDOM99,Im impressed you keep trying despite failing so much,"Estou impressionado por você continuar tentando, apesar de fracassar tanto.","Estou impressionado por você continuar tentando, apesar de fracassar tanto.",Im impressed you keep trying despite failing so much,しっぱいにも めげず どりょくするあなたに かんどうしました,"Ich bin schwer beeindruckt. Obwohl du immer wieder scheiterst, machst du weiter.",Je suis impressionné que vous continuiez à essayer après autant d'échecs.,Me sorprende que lo sigas intentando a pesar de fracasar tanto.,Zajmá mě kolikrát tohle všecko ještě budeš zkoušet,"그렇게 실패했는데도 계속 도전하다니, 난 감명받았네.",Ik ben trots op hoe vaak je blijft proberen terwijl je zo vaak faalt,"Sono colpito che continui a provare nonostante fallisci così tanto.
",,,
ASS_SHOP_PLAYER,"Wait, if I am there, who is selling the stuff?","Espera, se eu estou aí, quem está vendendo as coisas?","Espera, se eu estou aí, quem está vendendo as coisas?","Wait, if I am there, who is selling the stuff?",まって、 わたしが そこにいたら、 だれがものを うるのでしょう?,"Moment, wenn ich dort bin, wer verkauft mein Zeug?","Attendez, si je suis ici, qui est en train de vendre?","Espera, si estoy allí, ¿quién esta vendiendo las cosas?","Počkat.. když jsem tady, kdo teď prodává ty věci ?","잠깐, 내가 여기있으면 누가 물건을 팔고 있는거야?","Wacht, als ik hier ben, wie verkoop het spul dan?","Aspetta, ma se io sono qui, chi è che sta vendendo le cose?",,,
,,,,,,,,,,,,,,,
RELIC_PINEAPPLE_NAME,The Pineapple Pudding,O Pudim de Abacaxi,O Pudim de Abacaxi,The Pineapple Pudding,パイナップルプリン,Der Ananaspudding,Le Pudding d'Ananas,El pudin de piña,Ananasový puding,파인애플 푸딩,De Ananaspudding,Lo Stufato di Mele,,菠萝布丁,
RELIC_PINEAPPLE_LONG,+ Maximum Health,+ Vida Máxima,+ Vida Máxima,+ Maximum Health,+ さいだい たいりょく,+ Maximal-LP,+ Vie maximun,+ Vida máxima,Maximální zdraví+,+ 최대 체력,+ Maximale Gezondheid,+ Vita Massima,,+ 最大血量,
RELIC_PINEAPPLE_SHORT,Extra Health,Vida Extra,Vida Extra,Extra Health,たいりょく きょうか,Extra LP,Vie Extra,Vida extra,Extra zdraví,추가 체력,Extra Gezondheid,Vita Extra,,额外血量,
RELIC_ALCOHOLIC_NAME,The Alcoholic Carrot,A Cenoura Alcóolica,A Cenoura Alcóolica,The Alcoholic Carrot,アルコールキャロット,Die alkoholische Möhre,La Carotte Alcoolique,La zanahoria alcohólica,Alkoholická mrkev,술에 담근 당근,De Alcoholische Wortel,La Carota Alcolica,,酒精胡萝卜,
RELIC_ALCOHOLIC_LONG,+ Stamina Regeneration,+ Regeneração de Stamina,+ Regeneração de Stamina,+ Stamina Regeneration,+ スタミナ かいふくそくど,+ Ausdauerregeneration,+ Régération de l'Endurance ,+ Regeneración de aguante,Regenerace výdrže +,+ 스테미너 회복속도,+ Stamina Regeneratie,+ Rigenerazione Stamina,,+ 耐力恢复,
RELIC_ALCOHOLIC_SHORT,+Stamina Regen,+ Regen de Stamina,+ Regen de Stamina,+Stamina Regen,+スタミナ さいせい,+ Ausdauerregen.,+ Endurance regen.,+ Regen. de aguante,Regen výdrže +,+스테미너 회복,+ Stamina Regen.,+Rigen. Stamina,,+耐力恢复,
RELIC_CRYSTAL_NAME,The Crystal Bacon,O Bacon de Cristal,O Bacon de Cristal,The Crystal Bacon,クリスタルベーコン,Der Kristallspeck,Le Bacon de Cristal,El tocino de cristal,Krystalová slanina,수정 베이컨,De Kristallen Bacon,La Pancetta di Cristallo,,水晶培根,
RELIC_CRYSTAL_LONG,Gain Health on Kill,Ganhe Vida ao Matar,Ganhe Vida ao Matar,Gain Health on Kill,てきを たおすと たいりょく かいふく,Bekomme LP für jeden Kill,Gagne de la vie par tué,Gana vida con cada muerte,Zvýší zdraví při zabití,적 사살 시 체력 획득,Krijg Gezondheid bij Doden,"Ottieni Vita quando Uccidi
",,击杀敌人时获得血量,
RELIC_CRYSTAL_SHORT,Health on Kill,Vida ao Matar,Vida ao Matar,Health on Kill,いきちを すする,LP für Kill,Vie par tué,Vida con cada muerte,Zdraví za zabití,사살 시 체력 획득,Gezondheid bij Doden,Vita per Uccisione,,击杀时获得血量,
RELIC_INFINITY_NAME,The Infinity Battery,A Bateria Infinita,A Bateria Infinita,The Infinity Battery,むげんの バッテリー,Die endlose Batterie,La Batterie Infinie,"La batería infinita
","Pozoruhodná baterie
",무한의 배터리,De Oneindige Batterij,La Batteria Infinita,,无限电池,
RELIC_INFINITY_LONG,+ Shield Regeneration,+ Regeneração de Escudo,+ Regeneração de Escudo,+ Shield Regeneration,+ シールド かいふくそくど,+ Schildregeneration,+ Bouclier régénération,+ Regeneración de escudo,Regenerace štítu +,+ 실드 회복속도,+ Schild Regeneratie,+ Rigenerazione Scudo,,+ 护盾恢复,
RELIC_INFINITY_SHORT,+Shield Regen,+Regen de Escudo,+Regen de Escudo,+Shield Regen,+シールド さいせい,+ Schildregen.,+ Bouclier regen.,+ Regen. de escudo,Regen štítu +,+실드 회복,+ Schild Regen.,+Rigen. Scudo,,+护盾恢复,
RELIC_MIDNIGHT_NAME,The Midnight Beer,A Cerveja da Meia-Noite,A Cerveja da Meia-Noite,The Midnight Beer,まよなかの ビール,Das Mitternachtsbier,La Bière de Minuit,La cerveza de medianoche,"Půlnoční pivo
",한밤의 맥주,Het Nachtelijke Biertje,"La Birra di Mezzanotte
",,午夜啤酒,
RELIC_MIDNIGHT_LONG,Extra Damage,Dano Extra,Dano Extra,Extra Damage,ついか ダメージ,Extra Schaden,Dégats Extra,Daño extra,Extra poškození,추가 공격력,Extra Schade,Danno Extra,,额外伤害,
RELIC_MIDNIGHT_SHORT,Extra Damage,Dano Extra,Dano Extra,Extra Damage,ついか ダメージ,Extra Schaden,Dégats Extra,Daño extra,"Extra poškození
",추가 공격력,Extra Schade,Danno Extra,,额外伤害,
RELIC_WATCHFUL_NAME,The Watchful Eye,O Olho Que Tudo Vê,O Olho Que Tudo Vê,The Watchful Eye,かんさつがん,Das wachsame Auge,L'Oeil Vigilant,El ojo vigilante,Vševidoucí oko,사려깊은 눈,Het Uitkijkende Oog,L'Occhio Vigile,,,
RELIC_WATCHFUL_LONG,Extra Ammo,Munição Extra,Munição Extra,Extra Ammo,よび だんやく,Extra Munition,Munition Extra,Munición extra,Extra munice,추가 탄환,Extra Munitie,Munizioni Extra,,额外弹药,
RELIC_WATCHFUL_SHORT,Extra Ammo,Munição Extra,Munição Extra,Extra Ammo,よび だんやく,Extra Munition,Munition Extra,Munición extra,Extra munice,추가 탄환,Extra Munitie,Extra Muniz.,,额外弹药,
RELIC_DEV_NAME,The Dev Potion,A Poção da Programação,A Poção da Programação,The Dev Potion,かいはつしゃの ポーション,Der Developer-Trank,La Potion des Dev,La poción del desarrollador,"Devův lektvar
",개발자 포션,Het Dev Drankje,La Pozione dello Sviluppatore,,,
RELIC_DEV_LONG,Regenerates Ammo,Regenera munição,Regenera munição,Regenerates Ammo,だんやくを さいせいせい,Regeneriert Munition,Régénère Munition,Regenera munición,Regenerace munice,탄환 재생성,Regenereert Munitie,Rigenera Munizioni,,弹药恢复,
RELIC_DEV_SHORT,Ammo Regen,Regen munição,Regen munição,Ammo Regen,だんやく さいせい,Regen. Munition,Munition regen.,Regen. munición,"Regen munice
",탄환 재생성,Munitie Regen.,Rigen. Muniz.,,弹药恢复,
RELIC_YOTTABYTE_NAME,The Yottabyte Drive,O Drive de Yottabyte,O Drive de Yottabyte,The Yottabyte Drive,ヨタバイトの ドライブ,Das Yottabyte-Laufwerk,Le lecteur Yottaoctect,El drive yottabyte ,Yotabytový disk,요타바이트 드라이브,De Yottabyte Schijf,Il Disco Yottabyte,,,
RELIC_YOTTABYTE_LONG,Double Shield,Escudo Dobrado,Escudo Dobrado,Double Shield,ダブル シールド,Doppelschild,Double bouclier,Escudo doble,"Dvojitý štít
",두배 실드량,Dubbel Schild,Doppio Scudo,,双重护盾,
RELIC_YOTTABYTE_SHORT,Extra Shield,Escudo Extra,Escudo Extra,Extra Shield,ついか シールド,Extra Schild,Bouclier extra,Escudo extra,Extra štit,추가 실드,Extra Schild,Extra Scudo,,额外护盾,
,,,,,,,,,,,,,,,
BOSS_DUCANCOMMANDER,DUCAN COMMANDER,COMANDANTE DUCAN,MONSTRÃO,DUCAN COMMANDER,DUCAN COMMANDER,Ducan-Commander,COMMANDANT DUCAN,Comandante Ducan,Velitel Ducan,DUCAN 사령관,DUCAN COMMANDANT,COMANDANTE DUCAN,,,
BOSS_SHIELDGENERATOR,SHIELD GENERATOR,GERADOR DE ESCUDO,GERA ESCUDO,SHIELD GENERATOR,SHIELD GENERATOR,Schildgenerator,GENERATEUR DE BOUCLIER,Generador de escudo,Generátor štítu,실드 충전기,SCHILD GENERATOR,"GENERATORE SCUDO
",,,
,,,,,,,,,,,,,,,
TUTORIAL_2_KEY,Hold SPACE to Sprint,Segure ESPAÇO para Correr,Segure ESPAÇO para Correr,Hold SPACE to Sprint,SPACEを おしつづけて スプリント,Halte LEERTASTE um zu laufen,Maintenez ESPACE pour Sprinter,Mantén Espacio para correr,Drž mezerník pro běh,달리려면 Space를 꾹 누르세요.,Houd SPATIE ingedrukt om te Sprinten,Tieni Premuto Spazio per Correre,,按住空格键进行奔跑,
